sim_time,state,cmd_elev,act_elev,cmd_rud,act_rud,cmd_thr,act_thr,cmd_depth,state_target_depth,act_depth,pos_n,pos_e,depth,heading_deg,speed,pitch_deg,altitude,oa1_range,oa2_range,roll_deg,seafloor_n,seafloor_e,seafloor_d,faults_active,fault_components,detected,det_component,det_method,det_mismatch,elev_cnt,rud_cnt,thr_cnt,depth_cnt,V_batt,SOC,I_batt,P_total,eta_motor,P_motor,P_hotel,usbl_range,usbl_azimuth,usbl_elevation,dock_n,dock_e,dock_d,state_target_wp_id,py_alt_fwd,py_alt_aft,py_alt_left,py_alt_right,py_alt_avg,alt_diff
181.0,1,0.0665,0.0664,0.0016,0.0015,3.868,3.868,180.0,180.0,87.204,648.87,646.04,87.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,648.87,646.04,0.0,0,none,0,none,none,0.0,0,0,0,0,46.44,0.8454599,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
182.0,1,0.0665,0.0665,0.0015,0.0015,3.868,3.868,180.0,180.0,87.704,649.83,647.01,87.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,649.83,647.01,0.0,0,none,0,none,none,0.0,0,0,0,0,46.44,0.84543482,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
183.0,1,0.0665,0.0665,0.0015,0.0015,3.868,3.868,180.0,180.0,88.204,650.79,647.98,88.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,650.79,647.98,0.0,0,none,0,none,none,0.0,0,0,0,0,46.44,0.84540974,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
184.0,1,0.0664,0.0664,0.0015,0.0016,3.868,3.868,180.0,180.0,88.704,651.75,648.95,88.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,651.75,648.95,0.0,0,none,0,none,none,0.0,0,0,0,0,46.44,0.84538466,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
185.0,1,0.0665,0.0665,0.0015,0.0015,3.868,3.868,180.0,180.0,89.204,652.71,649.92,89.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,652.71,649.92,0.0,0,none,0,none,none,0.0,0,0,0,0,46.44,0.84535959,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
186.0,1,0.0664,0.0665,0.0015,0.0016,3.868,3.868,180.0,180.0,89.704,653.67,650.88,89.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,653.67,650.88,0.0,0,none,0,none,none,0.0,0,0,0,0,46.44,0.84533451,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
187.0,1,0.0665,0.0664,0.0016,0.0015,3.868,3.868,180.0,180.0,90.204,654.63,651.85,90.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,654.63,651.85,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84530943,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
188.0,1,0.0664,0.0665,0.0015,0.0016,3.868,3.868,180.0,180.0,90.704,655.6,652.82,90.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,655.6,652.82,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84528435,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
189.0,1,0.0664,0.0665,0.0015,0.0015,3.868,3.868,180.0,180.0,91.204,656.56,653.79,91.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,656.56,653.79,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84525928,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
190.0,1,0.0664,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,91.704,657.52,654.76,91.7,45.2,1.454,-20.47,0.0,25.949,25.968,0.29,657.52,654.76,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.8452342,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
191.0,1,0.0664,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,92.204,658.48,655.73,92.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,658.48,655.73,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84520912,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
192.0,1,0.0665,0.0665,0.0016,0.0015,3.868,3.868,180.0,180.0,92.704,659.44,656.7,92.7,45.2,1.454,-20.47,0.0,25.949,25.968,0.29,659.44,656.7,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84518404,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
193.0,1,0.0664,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,93.204,660.4,657.67,93.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,660.4,657.67,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84515897,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
194.0,1,0.0665,0.0665,0.0016,0.0015,3.868,3.868,180.0,180.0,93.704,661.36,658.64,93.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,661.36,658.64,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84513389,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
195.0,1,0.0664,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,94.204,662.32,659.61,94.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,662.32,659.61,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84510881,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
196.0,1,0.0664,0.0665,0.0015,0.0016,3.868,3.868,180.0,180.0,94.704,663.28,660.58,94.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,663.28,660.58,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84508373,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
197.0,1,0.0665,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,95.204,664.25,661.55,95.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,664.25,661.55,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84505866,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
198.0,1,0.0665,0.0664,0.0015,0.0016,3.868,3.868,180.0,180.0,95.704,665.21,662.52,95.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,665.21,662.52,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84503358,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
199.0,1,0.0665,0.0665,0.0015,0.0016,3.868,3.868,180.0,180.0,96.204,666.17,663.49,96.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,666.17,663.49,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.8450085,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
200.0,1,0.0665,0.0664,0.0016,0.0015,3.868,3.868,180.0,180.0,96.704,667.13,664.46,96.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,667.13,664.46,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84498342,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
201.0,1,0.0665,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,97.204,668.09,665.43,97.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,668.09,665.43,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84495834,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
202.0,1,0.0665,0.0664,0.0015,0.0016,3.868,3.868,180.0,180.0,97.704,669.05,666.4,97.7,45.2,1.454,-20.47,0.0,25.949,25.968,0.29,669.05,666.4,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84493327,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
203.0,1,0.0664,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,98.204,670.01,667.36,98.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,670.01,667.36,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84490819,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
204.0,1,0.0665,0.0664,0.0016,0.0015,3.868,3.868,180.0,180.0,98.704,670.97,668.33,98.7,45.2,1.454,-20.47,0.0,25.949,25.968,0.29,670.97,668.33,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84488311,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
205.0,1,0.0665,0.0664,0.0015,0.0016,3.868,3.868,180.0,180.0,99.204,671.93,669.3,99.2,45.2,1.454,-20.47,0.0,25.949,25.968,0.29,671.93,669.3,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84485803,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
206.0,1,0.0664,0.0664,0.0016,0.0015,3.868,3.868,180.0,180.0,99.704,672.9,670.27,99.7,45.2,1.454,-20.47,0.0,25.949,25.968,0.29,672.9,670.27,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84483296,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
207.0,1,0.0665,0.0664,0.0015,0.0016,3.868,3.868,180.0,180.0,100.204,673.86,671.24,100.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,673.86,671.24,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84480788,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
208.0,1,0.0664,0.0665,0.0015,0.0015,3.868,3.868,180.0,180.0,100.704,674.82,672.21,100.7,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,674.82,672.21,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.8447828,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
209.0,1,0.0665,0.0664,0.0015,0.0015,3.868,3.868,180.0,180.0,101.204,675.78,673.18,101.2,45.19,1.454,-20.47,0.0,25.949,25.968,0.29,675.78,673.18,0.0,0,none,0,none,none,0.0,0,0,0,0,46.43,0.84475772,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
210.0,1,0.0664,0.0664,0.0015,0.0016,3.868,3.868,180.0,180.0,101.704,676.74,674.15,101.7,45.2,1.454,-20.47,0.0,25.949,25.968,0.29,676.74,674.15,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84473265,4.514,209.6,0.148,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
211.0,2,0.054,0.0188,-0.5236,0.35,3.868,3.868,180.0,180.0,102.196,677.72,675.08,102.2,32.25,1.398,-19.58,0.0,25.949,25.968,-1.06,677.72,675.08,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84470631,4.514,209.6,0.143,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
212.0,2,0.1295,0.1343,-0.5236,0.35,3.868,3.868,180.0,180.0,102.622,678.84,675.69,102.62,9.66,1.294,-18.86,0.0,25.949,25.968,-11.6,678.84,675.69,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84468123,4.514,209.6,0.133,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
213.0,2,0.0639,0.0665,-0.5236,0.35,3.868,3.868,180.0,180.0,103.038,680.01,675.81,103.04,-14.02,1.197,-22.15,0.0,25.949,25.968,-4.26,680.01,675.81,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84465615,4.514,209.6,0.124,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
214.0,2,0.1572,0.1235,-0.5236,0.35,3.868,3.868,180.0,180.0,103.461,681.04,675.49,103.46,-36.68,1.113,-21.63,0.0,25.949,25.968,-7.53,681.04,675.49,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84463107,4.514,209.6,0.116,179.6,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
215.0,2,0.1562,0.1627,-0.5236,0.35,3.868,3.868,180.0,180.0,103.855,681.83,674.86,103.85,-57.87,1.05,-22.57,0.0,25.949,25.968,-4.83,681.83,674.86,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.844606,4.514,209.6,0.11,179.6,30.0,750.61,-1.5175,-0.0702,100.0,200.0,50.0,0,,,,,,
216.0,2,0.2026,0.176,-0.5236,0.35,3.868,3.868,180.0,180.0,104.24,682.31,674.04,104.24,-78.0,0.993,-23.29,0.0,25.949,25.968,-4.62,682.31,674.04,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84458092,4.514,209.6,0.104,179.6,30.0,753.66,-1.1806,-0.0805,100.0,200.0,50.0,0,,,,,,
217.0,2,0.2417,0.2329,-0.5236,0.35,3.868,3.868,180.0,180.0,104.614,682.48,673.15,104.61,-97.09,0.946,-24.26,0.0,25.949,25.968,-4.79,682.48,673.15,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84455584,4.514,209.6,0.1,179.6,30.0,745.34,-0.8277,-0.0746,100.0,200.0,50.0,0,,,,,,
218.0,2,0.2706,0.2539,-0.5236,0.35,3.868,3.868,180.0,180.0,104.988,682.36,672.31,104.99,-115.51,0.904,-25.65,0.0,25.949,25.968,-3.28,682.36,672.31,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84453076,4.514,209.6,0.096,179.6,30.0,744.09,-0.5061,-0.0666,100.0,200.0,50.0,0,,,,,,
219.0,2,0.321,0.3031,-0.5236,0.35,3.868,3.868,180.0,180.0,105.362,682.0,671.59,105.36,-133.24,0.867,-26.71,0.0,25.949,25.968,-4.2,682.0,671.59,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84450569,4.514,209.6,0.093,179.6,30.0,743.3,-0.1805,-0.0737,100.0,200.0,50.0,0,,,,,,
220.0,2,0.3004,0.3067,0.5236,0.35,3.868,3.868,180.0,180.0,105.736,681.48,671.03,105.74,-150.45,0.835,-27.84,0.0,25.949,25.968,-2.89,681.48,671.03,0.0,1,rudder_stuck,0,none,none,0.0,0,0,0,0,46.43,0.84448061,4.514,209.6,0.09,179.6,30.0,753.46,0.1029,-0.0837,100.0,200.0,50.0,0,,,,,,
221.0,2,0.3189,0.3093,0.5236,0.35,3.868,3.868,180.0,180.0,106.107,680.84,670.66,106.11,-167.09,0.808,-27.8,0.0,25.949,25.968,-3.38,680.84,670.66,0.0,1,rudder_stuck,0,none,none,0.0,0,4,0,0,46.43,0.84445553,4.514,209.6,0.087,179.6,30.0,755.55,0.4006,-0.0735,100.0,200.0,50.0,0,,,,,,
222.0,2,0.3295,0.3274,0.5236,0.35,3.868,3.868,180.0,180.0,106.464,680.14,670.49,106.46,-183.09,0.788,-27.23,0.0,25.949,25.968,-2.85,680.14,670.49,0.0,1,rudder_stuck,0,none,none,0.0,0,9,0,0,46.43,0.84443045,4.514,209.6,0.086,179.6,30.0,754.33,0.6707,-0.0697,100.0,200.0,50.0,0,,,,,,
223.0,2,0.3369,0.3331,0.5236,0.35,3.868,3.868,180.0,180.0,106.806,679.43,670.52,106.81,-198.55,0.77,-26.69,0.0,25.949,25.968,-2.71,679.43,670.52,0.0,1,rudder_stuck,0,none,none,0.0,0,14,0,0,46.43,0.84440537,4.514,209.6,0.084,179.6,30.0,759.53,0.9622,-0.0854,100.0,200.0,50.0,0,,,,,,
224.0,2,0.3433,0.3418,0.5236,0.35,3.868,3.868,180.0,180.0,107.134,678.77,670.74,107.13,-213.55,0.755,-26.24,0.0,25.949,25.968,-2.72,678.77,670.74,0.0,1,rudder_stuck,0,none,none,0.0,0,19,0,0,46.43,0.8443803,4.514,209.6,0.083,179.6,30.0,746.82,1.2398,-0.0649,100.0,200.0,50.0,0,,,,,,
225.0,2,0.3465,0.3447,0.5236,0.35,3.868,3.868,180.0,180.0,107.452,678.19,671.1,107.45,-228.21,0.742,-25.91,0.0,25.949,25.968,-2.37,678.19,671.1,0.0,1,rudder_stuck,0,none,none,0.0,0,24,0,0,46.43,0.84435522,4.514,209.6,0.081,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
226.0,2,0.3523,0.3503,0.5236,0.35,3.868,3.868,180.0,180.0,107.761,677.74,671.6,107.76,-242.55,0.731,-25.59,0.0,25.949,25.968,-2.53,677.74,671.6,0.0,1,rudder_stuck,0,none,none,0.0,0,29,0,0,46.43,0.84433014,4.514,209.6,0.08,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
227.0,2,0.3549,0.3539,0.4687,0.35,3.868,3.868,180.0,180.0,108.062,677.42,672.18,108.06,-256.63,0.721,-25.33,0.0,25.949,25.968,-2.24,677.42,672.18,0.0,1,rudder_stuck,0,none,none,0.0,0,34,0,0,46.43,0.84430506,4.514,209.6,0.08,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
228.0,2,0.359,0.3572,0.2916,0.35,3.868,3.868,180.0,180.0,108.356,677.25,672.82,108.36,-270.48,0.713,-25.09,0.0,25.949,25.968,-2.31,677.25,672.82,0.0,1,rudder_stuck,0,none,none,0.0,0,1,0,0,46.43,0.84427998,4.514,209.6,0.079,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
229.0,2,0.3615,0.3607,0.1161,0.35,3.868,3.868,180.0,180.0,108.644,677.24,673.47,108.64,-284.14,0.706,-24.89,0.0,25.949,25.968,-2.17,677.24,673.47,0.0,1,rudder_stuck,0,none,none,0.0,0,6,0,0,46.43,0.84425491,4.514,209.6,0.078,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
230.0,2,0.364,0.3628,-0.0574,0.35,3.868,3.868,180.0,180.0,108.928,677.38,674.11,108.93,-297.62,0.699,-24.72,0.0,25.949,25.968,-2.15,677.38,674.11,0.0,1,rudder_stuck,0,none,none,0.0,0,11,0,0,46.43,0.84422983,4.514,209.6,0.078,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
231.0,2,0.3663,0.3656,-0.2294,0.35,3.868,3.868,180.0,180.0,109.207,677.67,674.68,109.21,-310.95,0.694,-24.56,0.0,25.949,25.968,-2.12,677.67,674.68,0.0,1,rudder_stuck,0,none,none,0.0,0,16,0,0,46.43,0.84420475,4.514,209.6,0.077,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
232.0,2,0.3679,0.3672,-0.4002,0.35,3.868,3.868,180.0,180.0,109.483,678.08,675.18,109.48,-324.16,0.689,-24.44,0.0,25.949,25.968,-2.04,678.08,675.18,0.0,1,rudder_stuck,0,none,none,0.0,0,21,0,0,46.43,0.84417967,4.514,209.6,0.077,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
233.0,2,0.3698,0.3692,-0.5236,0.35,3.868,3.868,180.0,180.0,109.755,678.58,675.56,109.76,-337.26,0.685,-24.32,0.0,25.949,25.968,-2.06,678.58,675.56,0.0,1,rudder_stuck,0,none,none,0.0,0,26,0,0,46.43,0.84415459,4.514,209.6,0.076,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
234.0,2,0.3709,0.3705,-0.5236,0.35,3.868,3.868,180.0,180.0,110.025,679.16,675.82,110.03,-350.27,0.682,-24.23,0.0,25.949,25.968,-1.99,679.16,675.82,0.0,1,rudder_stuck,0,none,none,0.0,0,31,0,0,46.43,0.84412952,4.514,209.6,0.076,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
235.0,2,0.3723,0.3717,-0.5236,0.35,3.868,3.868,180.0,180.0,110.293,679.78,675.95,110.29,-363.19,0.679,-24.14,0.0,25.949,25.968,-2.0,679.78,675.95,0.0,1,rudder_stuck,0,none,none,0.0,0,36,0,0,46.43,0.84410444,4.514,209.6,0.076,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
236.0,2,0.3731,0.3728,-0.5236,0.35,3.868,3.868,180.0,180.0,110.559,680.4,675.93,110.56,-376.05,0.677,-24.07,0.0,25.949,25.968,-1.96,680.4,675.93,0.0,1,rudder_stuck,0,none,none,0.0,0,41,0,0,46.43,0.84407936,4.514,209.6,0.076,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
237.0,2,0.374,0.3737,-0.5236,0.35,3.868,3.868,180.0,180.0,110.823,681.01,675.77,110.82,-388.84,0.675,-24.01,0.0,25.949,25.968,-1.95,681.01,675.77,0.0,1,rudder_stuck,0,none,none,0.0,0,46,0,0,46.43,0.84405428,4.514,209.6,0.075,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
238.0,2,0.3748,0.3745,-0.5236,0.35,3.868,3.868,180.0,180.0,111.086,681.57,675.49,111.09,-401.59,0.673,-23.96,0.0,25.949,25.968,-1.93,681.57,675.49,0.0,1,rudder_stuck,1,rudder,actuator_mismatch,0.8736,0,50,0,0,46.43,0.8440292,4.514,209.6,0.075,179.6,30.0,756.36,1.4771,-0.0926,100.0,200.0,50.0,0,,,,,,
239.0,2,0.3754,0.3752,-0.5236,0.35,3.868,3.868,180.0,180.0,111.347,682.05,675.09,111.35,-414.3,0.671,-23.92,0.0,25.949,25.968,-1.92,682.05,675.09,0.0,1,rudder_stuck,1,rudder,actuator_mismatch,0.8736,0,50,0,0,46.43,0.84400412,4.514,209.6,0.075,179.6,30.0,754.27,-1.5594,-0.0706,100.0,200.0,50.0,0,,,,,,
239.6,2,0.3758,0.3755,-0.5236,0.35,3.868,3.868,180.0,180.0,111.504,682.29,674.8,111.5,-421.9,0.67,-23.89,0.0,25.949,25.968,-1.92,682.29,674.8,0.0,1,rudder_stuck,1,rudder,actuator_mismatch,0.8736,0,50,0,0,46.43,0.84398908,4.514,209.6,0.075,179.6,30.0,754.27,-1.5594,-0.0706,100.0,200.0,50.0,0,,,,,,
